id,sett_prod,anno,imballo,lotto,desc1,desc2,desc3,q_iniz,mov,magazzino,mv,mo,cv,co,ce,contratto,acquirente,created_at,updated_at,rt,lotto_padre,anno_raccolta,conto_lavoro
113,43,2025,BIG 11,FA10/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.012,0.05,0,0.0933,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0,,2025,false
114,43,2025,BIG 12,FA10/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0433,0,0.12,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0,,2025,false
115,43,2025,BIG 13,FA10/2025,CONVENZIONALI,SGUSCIATE,13/15,361,0,Fabbrica,0.005,0.0533,0,0.1066,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0,,2025,false
116,44,2025,BIG 6,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0233,0,0.0333,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.008,,2025,false
117,44,2025,BIG 7,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0266,0,0.05,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.003,,2025,false
118,45,2025,BIG 9,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.0233,0,0.0366,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.006,,2025,false
119,46,2025,BIG 21,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0266,0,0.0366,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.006,,2025,false
120,48,2025,BIG 24,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.0233,0,0.0266,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.007,,2025,false
121,48,2025,BIG 28,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.02,0,0.03,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.004,,2025,false
122,48,2025,BIG 30,FA11/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0133,0,0.0233,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.003,,2025,false
123,49,2025,BIG 32,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0233,0,0.0633,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.003,,2025,false
124,49,2025,BIG 33,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.02,0,0.04,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.004,,2025,false
125,49,2025,BIG 34,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.02,0,0.0466,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.004,,2025,false
126,49,2025,BIG 35,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0266,0,0.0366,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.004,,2025,false
127,49,2025,BIG 37,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.02,0,0.04,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.004,,2025,false
128,49,2025,BIG 39,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.02,0,0.0466,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.005,,2025,false
129,49,2025,BIG 40,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0266,0,0.0466,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.003,,2025,false
130,49,2025,BIG 41,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0233,0,0.0566,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.004,,2025,false
131,49,2025,BIG 42,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0266,0,0.0266,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.006,,2025,false
132,49,2025,BIG 43,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0233,0,0.03,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.004,,2025,false
133,50,2025,BIG 49,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0233,0,0.0366,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.004,,2025,false
134,50,2025,BIG 53,FA12/2025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.0266,0,0.0433,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.015,,2025,false
135,17,2026,BIG 56,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0233,0,0.04,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.009,,2025,false
136,17,2026,BIG 57,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.0266,0,0.0566,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.007,,2025,false
137,17,2026,BIG 58,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.0166,0,0.03,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.005,,2025,false
138,17,2026,BIG 59,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.03,0,0.0533,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.017,,2025,false
139,17,2026,BIG 60,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.03,0,0.0433,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.004,,2025,false
140,18,2026,BIG 61,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,981,0,Fabbrica,0.001,0.0466,0,0.07,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0,,2025,false
141,18,2026,BIG 62,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.05,0,0.0733,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.008,,2025,false
142,18,2026,BIG 63,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0633,0,0.0633,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.009,,2025,false
143,18,2026,BIG 64,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.0666,0,0.0933,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.007,,2025,false
144,18,2026,BIG 65,FA04/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.06,0,0.0466,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.022,,2025,false
145,19,2026,BIG 66,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0666,0,0.0666,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.014,,2025,false
146,19,2026,BIG 67,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0633,0,0.0633,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.005,,2025,false
147,19,2026,BIG 68,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.06,0,0.05,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.017,,2025,false
148,19,2026,BIG 69,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.0566,0,0.0533,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.01,,2025,false
149,19,2026,BIG 70,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0533,0,0.0466,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.019,,2025,false
150,19,2026,BIG 71,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.06,0,0.06,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0.015,,2025,false
151,19,2026,BIG 72,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.04,0,0.0533,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.003,,2025,false
152,21,2026,BIG 73,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.05,0,0.0666,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.012,,2025,false
153,21,2026,BIG 74,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.008,0.0533,0,0.0533,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.014,,2025,false
154,21,2026,BIG 75,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0733,0,0.0666,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.015,,2025,false
155,21,2026,BIG 76,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.005,0.0466,0,0.0833,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.015,,2025,false
156,21,2026,BIG 77,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.005,0.0666,0,0.0366,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.013,,2025,false
157,21,2026,BIG 78,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.005,0.0566,0,0.0366,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.031,,2025,false
158,23,2026,BIG 79,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.005,0.0733,0,0.0633,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.036,,2025,false
159,23,2026,BIG 80,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.007,0.05,0,0.0766,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.019,,2025,false
160,23,2026,BIG 81,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.008,0.0433,0,0.05,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.01,,2025,false
161,23,2026,BIG 82,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.006,0.06,0,0.0666,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.012,,2025,false
162,23,2026,BIG 83,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.07,0,0.0566,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.011,,2025,false
163,23,2026,BIG 84,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.007,0.04,0,0.0533,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.009,,2025,false
164,23,2026,BIG 85,FA05/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.0266,0,0.07,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.008,,2025,false
165,23,2026,BIG 86,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.03,0,0.0666,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.044,,2025,false
166,25,2026,BIG 87,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.02,0,0.07,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.015,,2025,false
167,25,2026,BIG 88,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.0333,0,0.0266,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.005,,2025,false
168,25,2026,BIG 89,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.03,0,0.04,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.004,,2025,false
169,25,2026,BIG 90,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.005,0.04,0,0.0666,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.014,,2025,false
170,25,2026,BIG 91,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.05,0,0.07,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.011,,2025,false
171,25,2026,BIG 92,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0366,0,0.0733,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.001,,2025,false
172,25,2026,BIG 93,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0433,0,0.0633,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.012,,2025,false
173,25,2026,BIG 94,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0266,0,0.0433,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.007,,2025,false
174,25,2026,BIG 95,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.05,0,0.05,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.009,,2025,false
175,25,2026,BIG 96,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.007,0.04,0,0.0566,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.016,,2025,false
176,25,2026,BIG 97,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.005,0.0366,0,0.0533,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.003,,2025,false
177,25,2026,BIG 98,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.005,0.0233,0,0.08,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.017,,2025,false
178,25,2026,BIG 99,FA06/2026,CONVENZIONALI,SGUSCIATE,13/15,400,0,Fabbrica,0.008,0.0466,0,0.03,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0.023,,2025,false
179,46,2025,BIG BAG N° 7,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.0333,0,0.1266,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0,,2025,false
180,46,2025,BIG BAG N° 10,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.02,0,0.1433,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0,,2025,false
181,46,2025,BIG BAG N° 11,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.0233,0,0.1133,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0,,2025,false
182,46,2025,BIG BAG N° 12,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.002,0.03,0,0.0933,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0,,2025,false
183,46,2025,BIG BAG N° 21,SO112025,CONVENZIONALI,SGUSCIATE,13/15,400,0,Fabbrica,0.001,0.02,0,0.0333,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0,,2025,false
184,46,2025,BIG BAG N° 24,SO112025,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.0166,0,0.0333,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0,,2025,false
185,16,2026,BIG BAG N° 1,SO042026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.0233,0,0.07,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0,,2025,false
186,16,2026,BIG BAG N° 2,SO042026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0,0.02,0,0.095,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0,,2025,false
187,16,2026,BIG BAG N° 3,SO042026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.02,0,0.095,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0,,2025,false
188,17,2026,BIG BAG N° 6,SO042026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.015,0,0.095,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0,,2025,false
189,17,2026,BIG BAG N° 7,SO042026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.001,0.03,0,0.1,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0,,2025,false
190,17,2026,BIG BAG N° 8,SO042026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.035,0,0.11,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0,,2025,false
191,17,2026,BIG BAG N° 9,SO042026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.0366,0,0.113,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0,,2025,false
192,29,2026,BIG BAG N° 18,SO072026,CONVENZIONALI,SGUSCIATE,13/15,620,0,Fabbrica,0.003,0.03,0,0.0666,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0,,2025,false
193,20,2026,BIG 28,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,704,0,Fabbrica,0.012,0.0733,0,0.1166,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0,,2025,false
194,10,2026,BIG BAG N° 1,SO112025,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1000,0,Fabbrica,0.05,0,0,0,0.01,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0,,2025,false
195,10,2026,BIG BAG N° 2,SO112025,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1000,0,Fabbrica,0.053,0,0,0,0.007,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0,,2025,false
196,10,2026,BIG BAG N° 3,SO112025,CONVENZIONALI,ROTTAME,DA SCEGLIERE,567,0,Fabbrica,0.034,0,0,0,0.005,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0,,2025,false
197,9,2026,BIG 6,SO11/2025,CONVENZIONALI,ROTTAME,DA SCEGLIERE,333,0,Fabbrica,0.348,0,0,0,0.006,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0,,2025,false
198,17,2026,BIG 1,SO04/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,994,0,Fabbrica,0,0,0,0,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0,,2025,false
199,17,2026,BIG 2,SO04/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,829,0,Fabbrica,0,0,0,0,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0,,2025,false
200,17,2026,BIG 3,SO04/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,802,0,Fabbrica,0,0,0,0,0,,,2026-08-03T19:39:07.41266+00:00,2026-08-03T19:39:07.41266+00:00,0,,2025,false
201,22,2026,BIG 1,SO05/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,958,0,Vignanello,0.326,0,0,0,0.156,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0,,2025,false
202,22,2026,BIG 2,SO05/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,924,0,Vignanello,0.326,0,0,0,0.156,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0,,2025,false
203,24,2026,BIG 1,SO062026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,961,0,Vignanello,0.423,0,0,0,0.119,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0,,2025,false
204,24,2026,BIG 2,SO062026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,885,0,Vignanello,0.393,0,0,0,0.139,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0,,2025,false
205,24,2026,BIG 3,SO062026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,968,0,Vignanello,0.378,0,0,0,0.215,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0,,2025,false
206,24,2026,BIG 4,SO062026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,918,0,Vignanello,0.298,0,0,0,0.239,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0,,2025,false
207,24,2026,BIG 5,SO062026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1040,0,Vignanello,0.109,0,0,0,0.002,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0,,2025,false
208,24,2026,BIG 6,SO062026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1038,0,Vignanello,0.363,0,0,0,0.103,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0,,2025,false
209,24,2026,BIG 7,SO062026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,920,0,Vignanello,0.338,0,0,0,0.095,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0,,2025,false
210,24,2026,BIG 8,SO062026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,894,0,Vignanello,0.316,0,0,0,0.115,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0,,2025,false
211,24,2026,BIG 9,SO062026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,858,0,Vignanello,0.286,0,0,0,0.096,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0,,2025,false
212,29,2026,BIG 1,SO072026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,960,0,Vignanello,0.291,0,0,0,0.092,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0,,2025,false
213,29,2026,BIG 2,SO072026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,1044,0,Vignanello,0.329,0,0,0,0.105,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0,,2025,false
214,29,2026,BIG 3,SO072026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,760,0,Vignanello,0.213,0,0,0,0.001,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0,,2025,false
215,29,2026,BIG 4,SO072026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,725,0,Vignanello,0.346,0,0,0,0.086,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0,,2025,false
216,29,2026,BIG 5,SO072026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,977,0,Vignanello,0.195,0,0,0,0.002,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0,,2025,false
217,18,2026,BIG 1,FI1459/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,954,0,Fabbrica,0.253,0,0,0,0.169,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0,,2025,false
218,19,2026,BIG 2,FI1459/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,943,0,Fabbrica,0.253,0,0,0,0.169,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0,,2025,false
219,19,2026,BIG 3,FI1459/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,906,0,Fabbrica,0.253,0,0,0,0.169,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0,,2025,false
220,19,2026,BIG 4,FI1459/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,900,0,Fabbrica,0.286,0,0,0,0.231,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0,,2025,false
221,20,2026,BIG 5,FI1459/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,939,0,Fabbrica,0.335,0,0,0,0.192,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0,,2025,false
222,20,2026,BIG 6,FI1459/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,900,0,Fabbrica,0.296,0,0,0,0.076,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0,,2025,false
223,20,2026,BIG 7,FI1459/2026,CONVENZIONALI,ROTTAME,DA SCEGLIERE,561,0,Fabbrica,0.306,0,0,0,0.013,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0,,2025,false
224,0,2025,BIG BAG,FA10/2025,CONVENZIONALI,ROTTAME,ROTT.SGUSCIATRICE,1062,0,Fabbrica,0.43,0,0,0,0.023,,,2026-08-03T19:39:07.601909+00:00,2026-08-03T19:39:07.601909+00:00,0.548,,2025,false
